z,n,name,bindingEnergy,bindingEnergykev,bindingEnergy per nucleon,bindingEnergyUncertainty
1,1,2H,2.22,2220,1.11E+3,2.00E-4
1,2,3H,8.46,8460,2.82E+3,3.00E-4
1,3,4H,6.88,6880,1.72E+3,2.50E+1
1,4,5H,6.65,6650,1.33E+3,1.78E+1
1,5,6H,5.766,5766,9.61E+2,4.23E+1
1,6,7H,6.58,6580,9.40E+2,1.43E+2
2,1,3He,7.71,7710,2.57E+3,1.50E-4
2,2,4He,28.28,28280,7.07E+3,2.00E-4
2,3,5He,27.55,27550,5.51E+3,4
2,4,6He,29.22,29220,4.87E+3,8.90E-3
2,5,7He,28.84,28840,4.12E+3,1.07
2,6,8He,31.36,31360,3.92E+3,1.11E-2
2,7,9He,30.06,30060,3.34E+3,5.2
2,8,10He,29.9,29900,2.99E+3,9.28
3,1,4Li,4.6,4600,1.15E+3,5.30E+1
3,2,5Li,26.3,26300,5.26E+3,1.00E+1
3,3,6Li,31.98,31980,5.33E+3,3.00E-4
3,4,7Li,39.2,39200,5.60E+3,6.00E-4
3,5,8Li,41.2,41200,5.15E+3,5.90E-3
3,6,9Li,45.27,45270,5.03E+3,2.07E-2
3,7,10Li,45.3,45300,4.53E+3,1.27
3,8,11Li,45.65,45650,4.15E+3,5.59E-2
3,9,12Li,45.48,45480,3.79E+3,2.5
3,10,13Li,45.5,45500,3.50E+3,5.38
4,2,6Be,26.88,26880,4.48E+3,9.08E-1
4,3,7Be,37.59,37590,5.37E+3,1.01E-2
4,4,8Be,56.48,56480,7.06E+3,4.40E-3
4,5,9Be,58.14,58140,6.46E+3,8.50E-3
4,6,10Be,64.9,64900,6.49E+3,8.10E-3
4,7,11Be,65.45,65450,5.95E+3,2.16E-2
4,8,12Be,68.64,68640,5.72E+3,1.59E-1
4,9,13Be,68.12,68120,5.24E+3,7.83E-1
4,11,15Be,68.1,68100,4.54E+3,1.10E+1
4,12,16Be,68.48,68480,4.28E+3,1.03E+1
4,10,14Be,69.86,69860,4.99E+3,9.44
5,12,17B,89.42,89420,5.26E+3,1.20E+1
5,13,18B,89.46,89460,4.97E+3,1.13E+1
5,14,19B,89.49,89490,4.71E+3,2.76E+1
5,15,20B,88,88000,4.40E+3,2.73E+1
5,16,21B,87.15,87150,4.15E+3,2.66E+1
5,10,15B,88.2,88200,5.88E+3,1.4
5,11,16B,88,88000,5.50E+3,1.53
5,2,7B,24.85,24850,3.55E+3,3.59
5,3,8B,37.68,37680,4.71E+3,1.25E-1
5,4,9B,56.25,56250,6.25E+3,1.00E-1
5,5,10B,64.7,64700,6.47E+3,1.50E-3
5,6,11B,76.12,76120,6.92E+3,1.10E-3
5,7,12B,79.56,79560,6.63E+3,1.10E-1
5,8,13B,84.37,84370,6.49E+3,7.69E-2
5,9,14B,85.4,85400,6.10E+3,1.51
6,2,8C,24.8,24800,3.10E+3,2.28
6,3,9C,38.97,38970,4.33E+3,2.37E-1
6,4,10C,60.3,60300,6.03E+3,7.00E-3
6,5,11C,73.37,73370,6.67E+3,5.40E-3
6,6,12C,92.16,92160,7.68E+3,2.00E-4
6,7,13C,96.98,96980,7.46E+3,2.00E-4
6,8,14C,105.28,105280,7.52E+3,4.00E-4
6,9,15C,106.5,106500,7.10E+3,5.33E-2
6,14,20C,119.2,119200,5.96E+3,1.15E+1
6,13,19C,116.09,116090,6.11E+3,5.17
6,16,22C,119.24,119240,5.42E+3,1.05E+1
6,10,16C,110.72,110720,6.92E+3,2.23E-1
6,12,18C,115.56,115560,6.42E+3,1.66
6,11,17C,111.35,111350,6.55E+3,1.02
7,15,22N,140.14,140140,6.37E+3,9.44
7,14,21N,138.6,138600,6.60E+3,6.38
7,17,24N,141.12,141120,5.88E+3,1.70E+1
7,16,23N,143.29,143290,6.23E+3,1.82E+1
7,11,18N,126.54,126540,7.03E+3,1.03
7,10,17N,123.76,123760,7.28E+3,8.82E-1
7,13,20N,134,134000,6.70E+3,3.94
7,12,19N,131.86,131860,6.94E+3,8.63E-1
7,3,10N,36.4,36400,3.64E+3,4.00E+1
7,4,11N,58.85,58850,5.35E+3,4.54E-1
7,5,12N,74.04,74040,6.17E+3,8.33E-2
7,6,13N,93.99,93990,7.23E+3,2.07E-2
7,7,14N,104.58,104580,7.47E+3,2.00E-4
7,8,15N,115.35,115350,7.69E+3,2.00E-4
7,9,16N,117.92,117920,7.37E+3,1.43E-1
8,17,25O,168,168000,6.72E+3,6.6
8,18,26O,168.74,168740,6.49E+3,6.34
8,15,23O,164.68,164680,7.16E+3,5.29
8,16,24O,168.72,168720,7.03E+3,6.86
8,10,18O,139.68,139680,7.76E+3,2.00E-4
8,13,21O,154.98,154980,7.38E+3,5.71E-1
8,14,22O,161.92,161920,7.36E+3,2.58
8,11,19O,143.64,143640,7.56E+3,1.38E-1
8,12,20O,151.2,151200,7.56E+3,4.42E-2
8,20,28O,167.44,167440,5.98E+3,2.50E+1
8,3,11O,34.76,34760,3.16E+3,5.45
8,4,12O,58.56,58560,4.88E+3,1
8,5,13O,75.53,75530,5.81E+3,7.32E-1
8,6,14O,98.7,98700,7.05E+3,1.80E-3
8,7,15O,111.9,111900,7.46E+3,3.27E-2
8,8,16O,127.52,127520,7.97E+3,2.00E-4
8,9,17O,131.75,131750,7.75E+3,2.00E-4
9,18,27F,185.49,185490,6.87E+3,4.45
9,19,28F,185.36,185360,6.62E+3,4.29
9,16,25F,183.25,183250,7.33E+3,3.85
9,17,26F,184.08,184080,7.08E+3,4.11
9,17,26F,184.08,184080,7.08E+3,4.11
9,10,19F,147.63,147630,7.77E+3,2.00E-4
9,11,20F,154.4,154400,7.72E+3,1.50E-3
9,14,23F,175.26,175260,7.62E+3,1.44
9,15,24F,179.04,179040,7.46E+3,4.06
9,12,21F,162.33,162330,7.73E+3,8.57E-2
9,13,22F,167.64,167640,7.62E+3,5.63E-1
9,21,30F,186,186000,6.20E+3,1.70E+1
9,22,31F,186.31,186310,6.01E+3,1.70E+1
9,20,29F,186.76,186760,6.44E+3,1.81E+1
9,5,14F,73.92,73920,5.28E+3,2.93
9,6,15F,97.35,97350,6.49E+3,9.33E-1
9,7,16F,111.36,111360,6.96E+3,3.35E-1
9,8,17F,128.18,128180,7.54E+3,1.46E-2
9,9,18F,137.34,137340,7.63E+3,2.57E-2
10,10,20Ne,160.6,160600,8.03E+3,2.00E-4
10,11,21Ne,167.37,167370,7.97E+3,1.80E-3
10,12,22Ne,177.76,177760,8.08E+3,8.00E-4
10,13,23Ne,182.85,182850,7.95E+3,4.49E-3
10,14,24Ne,191.76,191760,7.99E+3,2.14E-2
10,15,25Ne,195.75,195750,7.83E+3,1.16
10,16,26Ne,201.5,201500,7.75E+3,7.08E-1
10,17,27Ne,203.04,203040,7.52E+3,3.36
10,18,28Ne,206.64,206640,7.38E+3,4.5
10,19,29Ne,207.64,207640,7.16E+3,5.15
10,20,30Ne,210.9,210900,7.03E+3,8.44
10,21,31Ne,211.11,211110,6.81E+3,8.58
10,22,32Ne,213.44,213440,6.67E+3,1.60E+1
10,23,33Ne,212.19,212190,6.43E+3,1.80E+1
10,24,34Ne,213.52,213520,6.28E+3,1.50E+1
10,9,19Ne,143.64,143640,7.56E+3,8.40E-3
10,7,17Ne,112.88,112880,6.64E+3,2.08E-2
10,8,18Ne,132.12,132120,7.34E+3,2.02E-2
10,5,15Ne,72.9,72900,4.86E+3,4.44
10,6,16Ne,97.28,97280,6.08E+3,1.28
11,9,20Na,145.8,145800,7.29E+3,5.54E-2
11,8,19Na,131.67,131670,6.93E+3,5.54E-1
11,7,18Na,111.6,111600,6.20E+3,5.21
11,6,17Na,93.84,93840,5.52E+3,3.5
11,21,32Na,230.72,230720,7.21E+3,1.16
11,20,31Na,229.09,229090,7.39E+3,4.50E-1
11,23,34Na,233.92,233920,6.88E+3,1.76E+1
11,22,33Na,233.64,233640,7.08E+3,1.36E+1
11,24,35Na,235.9,235900,6.74E+3,1.90E+1
11,26,37Na,236.8,236800,6.40E+3,1.90E+1
11,10,21Na,162.96,162960,7.76E+3,2.00E-3
11,12,23Na,186.53,186530,8.11E+3,2.00E-4
11,11,22Na,174.02,174020,7.91E+3,6.00E-3
11,14,25Na,202.5,202500,8.10E+3,4.80E-2
11,13,24Na,193.44,193440,8.06E+3,7.00E-4
11,16,27Na,214.65,214650,7.95E+3,1.38E-1
11,15,26Na,208,208000,8.00E+3,1.34E-1
11,18,29Na,222.72,222720,7.68E+3,2.53E-1
11,17,28Na,218.12,218120,7.79E+3,3.65E-1
11,19,30Na,225,225000,7.50E+3,1.57E-1
12,11,23Mg,181.7,181700,7.90E+3,1.40E-3
12,10,22Mg,168.52,168520,7.66E+3,7.20E-3
12,13,25Mg,205.5,205500,8.22E+3,1.90E-3
12,12,24Mg,198.24,198240,8.26E+3,6.00E-4
12,15,27Mg,223.02,223020,8.26E+3,1.80E-3
12,14,26Mg,216.58,216580,8.33E+3,1.10E-3
12,17,29Mg,235.19,235190,8.11E+3,1.19E-2
12,16,28Mg,231.56,231560,8.27E+3,9.29E-3
12,19,31Mg,243.66,243660,7.86E+3,9.92E-2
12,18,30Mg,241.5,241500,8.05E+3,4.32E-2
12,20,32Mg,249.6,249600,7.80E+3,1.01E-1
12,22,34Mg,256.7,256700,7.55E+3,2.02E-1
12,21,33Mg,251.79,251790,7.63E+3,8.06E-2
12,24,36Mg,260.64,260640,7.24E+3,1.91E+1
12,23,35Mg,257.25,257250,7.35E+3,7.7
12,26,38Mg,262.96,262960,6.92E+3,1.30E+1
12,25,37Mg,260.85,260850,7.05E+3,1.88E+1
12,28,40Mg,263.6,263600,6.59E+3,1.30E+1
12,9,21Mg,149.1,149100,7.10E+3,3.59E-2
12,8,20Mg,134.4,134400,6.72E+3,9.31E-2
12,7,19Mg,112.1,112100,5.90E+3,3.15
13,9,22Al,149.16,149160,6.78E+3,1.80E+1
13,8,21Al,132.09,132090,6.29E+3,2.90E+1
13,22,35Al,272.3,272300,7.78E+3,2.10E-1
13,23,36Al,274.32,274320,7.62E+3,4.15
13,20,33Al,264.66,264660,8.02E+3,2.11E-1
13,21,34Al,267.24,267240,7.86E+3,6.19E-2
13,21,34Al,267.24,267240,7.86E+3,6.19E-2
13,26,39Al,283.14,283140,7.26E+3,8
13,27,40Al,283.6,283600,7.09E+3,7
13,24,37Al,278.61,278610,7.53E+3,4.87
13,25,38Al,280.06,280060,7.37E+3,4
13,28,41Al,286.18,286180,6.98E+3,1.00E+1
13,29,42Al,286.44,286440,6.82E+3,1.20E+1
13,30,43Al,288.53,288530,6.71E+3,1.40E+1
13,11,24Al,183.36,183360,7.64E+3,9.50E-3
13,11,24Al,183.36,183360,7.64E+3,9.50E-3
13,12,25Al,200.5,200500,8.02E+3,2.60E-3
13,10,23Al,168.59,168590,7.33E+3,1.50E-2
13,15,28Al,232.4,232400,8.30E+3,1.80E-3
13,16,29Al,241.86,241860,8.34E+3,1.19E-2
13,13,26Al,211.64,211640,8.14E+3,2.60E-3
13,13,26Al,211.64,211640,8.14E+3,2.60E-3
13,14,27Al,224.91,224910,8.33E+3,1.80E-3
13,19,32Al,259.2,259200,8.10E+3,2.24E-1
13,17,30Al,247.8,247800,8.26E+3,6.45E-2
13,18,31Al,254.82,254820,8.22E+3,7.21E-2
14,30,44Si,314.6,314600,7.15E+3,1.10E+1
14,12,26Si,205.92,205920,7.92E+3,4.10E-3
14,13,27Si,219.24,219240,8.12E+3,4.00E-3
14,10,24Si,171.84,171840,7.16E+3,8.11E-1
14,11,25Si,187,187000,7.48E+3,4.00E-1
14,16,30Si,255.6,255600,8.52E+3,8.00E-4
14,17,31Si,261.95,261950,8.45E+3,1.40E-3
14,14,28Si,236.32,236320,8.44E+3,2.00E-4
14,15,29Si,244.76,244760,8.44E+3,2.00E-4
14,18,32Si,271.36,271360,8.48E+3,9.29E-3
14,19,33Si,275.88,275880,8.36E+3,2.12E-2
14,23,37Si,294.15,294150,7.95E+3,3.07
14,24,38Si,299.82,299820,7.89E+3,2.75
14,21,35Si,285.6,285600,8.16E+3,1.02
14,22,36Si,291.96,291960,8.11E+3,1.99
14,27,41Si,306.68,306680,7.48E+3,7
14,28,42Si,311.22,311220,7.41E+3,7
14,25,39Si,301.47,301470,7.73E+3,3.47
14,26,40Si,306,306000,7.65E+3,3.04
14,20,34Si,283.22,283220,8.33E+3,2.36E-2
14,29,43Si,311.75,311750,7.25E+3,9
14,9,23Si,150.65,150650,6.55E+3,2.20E+1
14,8,22Si,132.88,132880,6.04E+3,2.30E+1
15,25,40P,319.2,319200,7.98E+3,2.09
15,24,39P,315.51,315510,8.09E+3,2.88
15,23,38P,309.32,309320,8.14E+3,1.91
15,22,37P,305.62,305620,8.26E+3,1.02
15,29,44P,332.2,332200,7.55E+3,9
15,28,43P,330.24,330240,7.68E+3,7
15,27,42P,325.92,325920,7.76E+3,2.26
15,26,41P,323.9,323900,7.90E+3,2.93
15,21,36P,298.8,298800,8.30E+3,3.64E-1
15,20,35P,295.4,295400,8.44E+3,5.33E-2
15,32,47P,338.4,338400,7.20E+3,1.30E+1
15,31,46P,336.72,336720,7.32E+3,1.10E+1
15,30,45P,335.25,335250,7.45E+3,1.10E+1
15,14,29P,239.25,239250,8.25E+3,1.24E-2
15,13,28P,221.2,221200,7.90E+3,4.10E-2
15,12,27P,206.82,206820,7.66E+3,3.33E-1
15,11,26P,186.94,186940,7.19E+3,8
15,18,33P,280.83,280830,8.51E+3,3.30E-2
15,17,32P,270.72,270720,8.46E+3,1.30E-3
15,16,31P,262.88,262880,8.48E+3,2.00E-4
15,15,30P,250.5,250500,8.35E+3,2.20E-3
15,10,25P,169.75,169750,6.79E+3,1.60E+1
15,19,34P,286.96,286960,8.44E+3,2.38E-2
16,33,49S,362.6,362600,7.40E+3,1.20E+1
16,32,48S,362.4,362400,7.55E+3,1.00E+1
16,31,47S,359.55,359550,7.65E+3,9
16,30,46S,357.88,357880,7.78E+3,9
16,15,31S,256.68,256680,8.28E+3,7.40E-3
16,14,30S,243.6,243600,8.12E+3,6.90E-3
16,13,29S,224.46,224460,7.74E+3,4.49E-1
16,12,28S,209.16,209160,7.47E+3,5.71
16,19,35S,298.55,298550,8.53E+3,1.19E-3
16,18,34S,291.72,291720,8.58E+3,1.30E-3
16,17,33S,280.17,280170,8.49E+3,2.00E-4
16,16,32S,271.68,271680,8.49E+3,2.00E-4
16,11,27S,187.92,187920,6.96E+3,1.50E+1
16,10,26S,169.52,169520,6.52E+3,2.30E+1
16,26,42S,343.98,343980,8.19E+3,6.65E-2
16,25,41S,337.02,337020,8.22E+3,1.00E-1
16,24,40S,332.8,332800,8.32E+3,9.95E-2
16,23,39S,325.26,325260,8.34E+3,1.28
16,29,45S,353.7,353700,7.86E+3,7
16,28,44S,351.56,351560,7.99E+3,1.18E-1
16,27,43S,346.58,346580,8.06E+3,1.15E-1
16,22,38S,320.72,320720,8.44E+3,1.88E-1
16,21,37S,312.65,312650,8.45E+3,5.40E-3
16,20,36S,308.52,308520,8.57E+3,5.20E-3
17,28,45Cl,368.1,368100,8.18E+3,3.02
17,29,46Cl,371.68,371680,8.08E+3,2.11
17,24,41Cl,344.81,344810,8.41E+3,1.67
17,25,42Cl,350.28,350280,8.34E+3,1.41
17,26,43Cl,357.76,357760,8.32E+3,1.43
17,27,44Cl,362.12,362120,8.23E+3,1.94
17,20,37Cl,317.09,317090,8.57E+3,1.40E-3
17,21,38Cl,323,323000,8.50E+3,2.60E-3
17,21,38Cl,323,323000,8.50E+3,2.60E-3
17,22,39Cl,331.11,331110,8.49E+3,4.44E-2
17,23,40Cl,336.8,336800,8.42E+3,8.01E-1
17,35,52Cl,383.76,383760,7.38E+3,1.30E+1
17,31,48Cl,378.24,378240,7.88E+3,1.00E+1
17,32,49Cl,381.22,381220,7.78E+3,8
17,33,50Cl,382.5,382500,7.65E+3,8
17,34,51Cl,384.03,384030,7.53E+3,1.40E+1
17,30,47Cl,375.53,375530,7.99E+3,4
17,17,34Cl,285.26,285260,8.39E+3,1.40E-3
17,17,34Cl,285.26,285260,8.39E+3,1.40E-3
17,18,35Cl,298.2,298200,8.52E+3,1.00E-3
17,19,36Cl,306.72,306720,8.52E+3,1.00E-3
17,13,30Cl,224.1,224100,7.47E+3,7.95E-1
17,14,31Cl,243.66,243660,7.86E+3,1.11E-1
17,15,32Cl,258.24,258240,8.07E+3,1.76E-2
17,16,33Cl,273.9,273900,8.30E+3,1.18E-2
17,11,28Cl,184.24,184240,6.58E+3,1.80E+1
17,12,29Cl,206.48,206480,7.12E+3,7
18,36,54Ar,408.78,408780,7.57E+3,1.50E+1
18,32,50Ar,402.5,402500,8.05E+3,1.00E+1
18,33,51Ar,403.92,403920,7.92E+3,8
18,34,52Ar,406.64,406640,7.82E+3,1.20E+1
18,35,53Ar,406.51,406510,7.67E+3,1.30E+1
18,30,48Ar,395.52,395520,8.24E+3,3.49E-1
18,31,49Ar,398.37,398370,8.13E+3,8
18,18,36Ar,306.36,306360,8.51E+3,8.00E-4
18,19,37Ar,315.24,315240,8.52E+3,5.60E-3
18,14,32Ar,246.4,246400,7.70E+3,5.53E-2
18,15,33Ar,261.36,261360,7.92E+3,1.21E-2
18,16,34Ar,278.46,278460,8.19E+3,2.30E-3
18,17,35Ar,291.2,291200,8.32E+3,1.94E-2
18,11,29Ar,181.83,181830,6.27E+3,1.50E+1
18,12,30Ar,205.8,205800,6.86E+3,6
18,13,31Ar,224.75,224750,7.25E+3,6
18,29,47Ar,390.57,390570,8.31E+3,2.58E-2
18,25,43Ar,364.64,364640,8.48E+3,1.23E-1
18,26,44Ar,373.56,373560,8.49E+3,3.60E-2
18,27,45Ar,378.45,378450,8.41E+3,1.14E-2
18,28,46Ar,386.86,386860,8.41E+3,5.06E-2
18,21,39Ar,333.84,333840,8.56E+3,1.28E-1
18,22,40Ar,343.6,343600,8.59E+3,2.00E-4
18,23,41Ar,349.73,349730,8.53E+3,8.50E-3
18,24,42Ar,359.1,359100,8.55E+3,1.37E-1
18,20,38Ar,327.18,327180,8.61E+3,5.10E-3
19,40,59K,432.47,432470,7.33E+3,1.40E+1
19,27,46K,391.46,391460,8.51E+3,1.58E-2
19,26,45K,384.75,384750,8.55E+3,1.15E-2
19,29,48K,404.64,404640,8.43E+3,1.61E-2
19,28,47K,399.97,399970,8.51E+3,2.97E-2
19,23,42K,359.1,359100,8.55E+3,2.50E-3
19,22,41K,351.37,351370,8.57E+3,3.00E-4
19,25,44K,375.76,375760,8.54E+3,9.50E-3
19,24,43K,368.51,368510,8.57E+3,9.50E-3
19,21,40K,341.2,341200,8.53E+3,1.40E-3
19,20,39K,333.45,333450,8.55E+3,3.00E-4
19,38,57K,430.92,430920,7.56E+3,1.10E+1
19,37,56K,428.96,428960,7.66E+3,1.10E+1
19,34,53K,425.06,425060,8.02E+3,2.1
19,33,52K,421.72,421720,8.11E+3,6.44E-1
19,36,55K,428.45,428450,7.79E+3,9
19,35,54K,426.06,426060,7.89E+3,7
19,30,49K,410.13,410130,8.37E+3,1.64E-2
19,32,51K,419.22,419220,8.22E+3,2.55E-1
19,31,50K,414,414000,8.28E+3,1.54E-1
19,19,38K,320.34,320340,8.43E+3,5.10E-3
19,19,38K,320.34,320340,8.43E+3,5.10E-3
19,16,35K,278.6,278600,7.96E+3,1.46E-2
19,18,37K,308.21,308210,8.33E+3,2.50E-3
19,17,36K,293.04,293040,8.14E+3,8.99E-3
19,12,31K,200.88,200880,6.48E+3,1.00E+1
20,39,59Ca,454.3,454300,7.70E+3,1.00E+1
20,38,58Ca,453.56,453560,7.82E+3,9
20,37,57Ca,450.87,450870,7.91E+3,7
20,36,56Ca,449.68,449680,8.03E+3,4.45
20,35,55Ca,446.6,446600,8.12E+3,2.91
20,34,54Ca,444.96,444960,8.24E+3,8.97E-1
20,33,53Ca,441.49,441490,8.33E+3,8.26E-1
20,32,52Ca,437.84,437840,8.42E+3,1.29E-2
20,31,51Ca,431.97,431970,8.47E+3,1.02E-2
20,30,50Ca,427.5,427500,8.55E+3,3.17E-2
20,40,60Ca,457.2,457200,7.62E+3,1.20E+1
20,19,39Ca,326.04,326040,8.36E+3,1.53E-2
20,18,38Ca,313.12,313120,8.24E+3,5.10E-3
20,17,37Ca,296,296000,8.00E+3,1.71E-2
20,16,36Ca,281.16,281160,7.81E+3,1.11
20,15,35Ca,261.45,261450,7.47E+3,6
20,29,49Ca,420.91,420910,8.59E+3,3.60E-3
20,28,48Ca,415.68,415680,8.66E+3,4.00E-4
20,27,47Ca,405.61,405610,8.63E+3,4.73E-2
20,26,46Ca,398.36,398360,8.66E+3,4.86E-2
20,25,45Ca,388.35,388350,8.63E+3,8.10E-3
20,24,44Ca,380.6,380600,8.65E+3,7.40E-3
20,23,43Ca,369.8,369800,8.60E+3,5.30E-3
20,22,42Ca,361.62,361620,8.61E+3,3.50E-3
20,21,41Ca,350.14,350140,8.54E+3,3.40E-3
20,20,40Ca,342,342000,8.55E+3,6.00E-4
21,29,50Sc,431.5,431500,8.63E+3,5.03E-2
21,29,50Sc,431.5,431500,8.63E+3,5.03E-2
21,28,49Sc,425.32,425320,8.68E+3,4.63E-2
21,27,48Sc,415.2,415200,8.65E+3,1.03E-1
21,26,47Sc,407.02,407020,8.66E+3,4.11E-2
21,25,46Sc,396.52,396520,8.62E+3,1.46E-2
21,25,46Sc,396.52,396520,8.62E+3,1.46E-2
21,24,45Sc,387.45,387450,8.61E+3,1.47E-2
21,24,45Sc,387.45,387450,8.61E+3,1.47E-2
21,23,44Sc,376.2,376200,8.55E+3,3.99E-2
21,23,44Sc,376.2,376200,8.55E+3,3.99E-2
21,22,43Sc,366.79,366790,8.53E+3,4.33E-2
21,21,42Sc,354.48,354480,8.44E+3,3.70E-3
21,21,42Sc,354.48,354480,8.44E+3,3.70E-3
21,20,41Sc,342.76,342760,8.36E+3,1.90E-3
21,39,60Sc,472.2,472200,7.87E+3,8
21,38,59Sc,470.23,470230,7.97E+3,4.23
21,37,58Sc,466.9,466900,8.05E+3,3.27
21,36,57Sc,464.55,464550,8.15E+3,3.15
21,35,56Sc,460.88,460880,8.23E+3,4.63
21,34,55Sc,458.15,458150,8.33E+3,1.13
21,33,54Sc,453.6,453600,8.40E+3,2.58E-1
21,32,53Sc,449.97,449970,8.49E+3,3.33E-1
21,31,52Sc,443.56,443560,8.53E+3,5.91E-2
21,30,51Sc,438.09,438090,8.59E+3,4.92E-2
21,19,40Sc,326.8,326800,8.17E+3,7.07E-2
21,18,39Sc,312.39,312390,8.01E+3,6.15E-1
21,41,62Sc,476.16,476160,7.68E+3,1.00E+1
21,40,61Sc,475.19,475190,7.79E+3,1.00E+1
22,39,61Ti,491.05,491050,8.05E+3,5
22,38,60Ti,489,489000,8.15E+3,4
22,37,59Ti,484.39,484390,8.21E+3,5
22,36,58Ti,481.4,481400,8.30E+3,3.16
22,35,57Ti,477.09,477090,8.37E+3,3.61
22,34,56Ti,473.76,473760,8.46E+3,1.78
22,33,55Ti,468.05,468050,8.51E+3,5.25E-1
22,32,54Ti,463.86,463860,8.59E+3,2.93E-1
22,31,53Ti,457.39,457390,8.63E+3,5.45E-2
22,30,52Ti,451.88,451880,8.69E+3,5.28E-2
22,42,64Ti,500.48,500480,7.82E+3,9
22,41,63Ti,497.07,497070,7.89E+3,8
22,40,62Ti,495.38,495380,7.99E+3,6
22,19,41Ti,329.23,329230,8.03E+3,6.81E-1
22,18,40Ti,314.4,314400,7.86E+3,1.7
22,17,39Ti,294.84,294840,7.56E+3,5
22,29,51Ti,443.7,443700,8.70E+3,9.50E-3
22,28,50Ti,437.5,437500,8.75E+3,1.70E-3
22,27,49Ti,426.79,426790,8.71E+3,1.60E-3
22,26,48Ti,418.56,418560,8.72E+3,1.60E-3
22,25,47Ti,407.02,407020,8.66E+3,1.70E-3
22,24,46Ti,397.9,397900,8.65E+3,2.00E-3
22,23,45Ti,384.75,384750,8.55E+3,1.85E-2
22,22,44Ti,375.32,375320,8.53E+3,1.59E-2
22,21,43Ti,359.05,359050,8.35E+3,1.33E-1
22,20,42Ti,346.5,346500,8.25E+3,6.40E-3
23,41,64V,514.56,514560,8.04E+3,6
23,42,65V,518.7,518700,7.98E+3,8
23,43,66V,520.74,520740,7.89E+3,8
23,44,67V,523.94,523940,7.82E+3,9
23,40,63V,512.19,512190,8.13E+3,5.39
23,27,50V,434.5,434500,8.69E+3,1.90E-3
23,28,51V,445.74,445740,8.74E+3,1.90E-3
23,29,52V,452.92,452920,8.71E+3,3.10E-3
23,20,43V,346.58,346580,8.06E+3,9.96E-1
23,21,44V,360.8,360800,8.20E+3,1.65E-1
23,21,44V,360.8,360800,8.20E+3,1.65E-1
23,22,45V,377.1,377100,8.38E+3,1.91E-2
23,23,46V,390.08,390080,8.48E+3,2.90E-3
23,24,47V,403.26,403260,8.58E+3,2.39E-3
23,25,48V,413.76,413760,8.62E+3,2.02E-2
23,26,49V,425.32,425320,8.68E+3,1.68E-2
23,38,61V,504.47,504470,8.27E+3,3.85
23,39,62V,507.16,507160,8.18E+3,4.26
23,30,53V,461.63,461630,8.71E+3,5.85E-2
23,31,54V,467.64,467640,8.66E+3,2.07E-1
23,32,55V,474.65,474650,8.63E+3,4.91E-1
23,33,56V,479.92,479920,8.57E+3,3.14
23,34,57V,486.21,486210,8.53E+3,1.48
23,35,58V,490.1,490100,8.45E+3,1.65
23,36,59V,495.6,495600,8.40E+3,2.32
23,37,60V,499.2,499200,8.32E+3,3.03
23,37,60V,499.2,499200,8.32E+3,3.03
23,19,42V,328.44,328440,7.82E+3,5
24,39,63Cr,525.42,525420,8.34E+3,1.15
24,31,55Cr,480.15,480150,8.73E+3,4.20E-3
24,32,56Cr,488.32,488320,8.72E+3,1.03E-2
24,33,57Cr,493.62,493620,8.66E+3,3.27E-2
24,34,58Cr,501.12,501120,8.64E+3,5.14E-2
24,35,59Cr,505.04,505040,8.56E+3,1.14E-2
24,36,60Cr,512.4,512400,8.54E+3,1.85E-2
24,37,61Cr,516.06,516060,8.46E+3,3.05E-2
24,38,62Cr,522.04,522040,8.42E+3,5.56E-2
24,30,54Cr,473.58,473580,8.77E+3,2.50E-3
24,42,66Cr,538.56,538560,8.16E+3,5
24,43,67Cr,540.69,540690,8.07E+3,6
24,44,68Cr,545.36,545360,8.02E+3,7
24,45,69Cr,547.17,547170,7.93E+3,7
24,46,70Cr,551.6,551600,7.88E+3,9
24,40,64Cr,531.2,531200,8.30E+3,4.68
24,41,65Cr,533.65,533650,8.21E+3,3
24,18,42Cr,312.9,312900,7.45E+3,7
24,19,43Cr,330.24,330240,7.68E+3,5
24,28,52Cr,456.04,456040,8.77E+3,2.20E-3
24,29,53Cr,464.28,464280,8.76E+3,2.20E-3
24,20,44Cr,349.36,349360,7.94E+3,1.16
24,21,45Cr,363.6,363600,8.08E+3,7.86E-1
24,22,46Cr,381.8,381800,8.30E+3,2.49E-1
24,23,47Cr,394.8,394800,8.40E+3,1.10E-1
24,24,48Cr,411.36,411360,8.57E+3,1.52E-1
24,25,49Cr,421.89,421890,8.61E+3,4.49E-2
24,26,50Cr,435,435000,8.70E+3,1.90E-3
24,27,51Cr,444.21,444210,8.71E+3,3.30E-3
25,44,69Mn,562.35,562350,8.15E+3,6
25,43,68Mn,557.6,557600,8.20E+3,4
25,46,71Mn,570.13,570130,8.03E+3,7
25,45,70Mn,565.6,565600,8.08E+3,7
25,48,73Mn,575.97,575970,7.89E+3,8
25,47,72Mn,572.4,572400,7.95E+3,8
25,40,65Mn,546,546000,8.40E+3,5.73E-2
25,42,67Mn,554.76,554760,8.28E+3,3
25,41,66Mn,549.78,549780,8.33E+3,1.69E-1
25,29,54Mn,471.42,471420,8.73E+3,1.85E-2
25,22,47Mn,382.11,382110,8.13E+3,6.73E-1
