z,n,name,bindingEnergy,bindingEnergykev,bindingEnergy per nucleon,bindingEnergyUncertainty
69,77,146Tm,1154.86,1154860,7.91E+3,1
69,76,145Tm,1142.6,1142600,7.88E+3,1
69,82,151Tm,1215.55,1215550,8.05E+3,1.28E-1
69,82,151Tm,1215.55,1215550,8.05E+3,1.28E-1
69,81,150Tm,1203,1203000,8.02E+3,1
69,81,150Tm,1203,1203000,8.02E+3,1
69,80,149Tm,1192,1192000,8.00E+3,1
69,86,155Tm,1252.4,1252400,8.08E+3,6.40E-2
69,86,155Tm,1252.4,1252400,8.08E+3,6.40E-2
69,85,154Tm,1242.78,1242780,8.07E+3,9.36E-2
69,85,154Tm,1242.78,1242780,8.07E+3,9.36E-2
69,84,153Tm,1234.71,1234710,8.07E+3,7.83E-2
69,84,153Tm,1234.71,1234710,8.07E+3,7.83E-2
69,83,152Tm,1223.6,1223600,8.05E+3,3.55E-1
69,83,152Tm,1223.6,1223600,8.05E+3,3.55E-1
69,89,158Tm,1279.8,1279800,8.10E+3,1.59E-1
69,88,157Tm,1271.7,1271700,8.10E+3,1.78E-1
69,87,156Tm,1260.48,1260480,8.08E+3,9.15E-2
69,93,162Tm,1313.82,1313820,8.11E+3,1.60E-1
69,93,162Tm,1313.82,1313820,8.11E+3,1.60E-1
69,92,161Tm,1307.32,1307320,8.12E+3,1.73E-1
69,92,161Tm,1307.32,1307320,8.12E+3,1.73E-1
69,91,160Tm,1297.6,1297600,8.11E+3,2.04E-1
69,91,160Tm,1297.6,1297600,8.11E+3,2.04E-1
69,90,159Tm,1289.49,1289490,8.11E+3,1.75E-1
69,97,166Tm,1346.26,1346260,8.11E+3,6.96E-2
69,97,166Tm,1346.26,1346260,8.11E+3,6.96E-2
69,96,165Tm,1339.8,1339800,8.12E+3,1.01E-2
69,95,164Tm,1330.04,1330040,8.11E+3,1.52E-1
69,95,164Tm,1330.04,1330040,8.11E+3,1.52E-1
69,94,163Tm,1323.56,1323560,8.12E+3,3.37E-2
69,99,168Tm,1362.48,1362480,8.11E+3,1.00E-2
69,98,167Tm,1356.04,1356040,8.12E+3,7.50E-3
69,109,178Tm,1425.78,1425780,8.01E+3,2
69,108,177Tm,1421.31,1421310,8.03E+3,1
69,108,177Tm,1421.31,1421310,8.03E+3,1
69,105,174Tm,1404.18,1404180,8.07E+3,2.57E-1
69,105,174Tm,1404.18,1404180,8.07E+3,2.57E-1
69,104,173Tm,1397.84,1397840,8.08E+3,2.54E-2
69,107,176Tm,1415.04,1415040,8.04E+3,5.68E-1
69,106,175Tm,1410.5,1410500,8.06E+3,2.85E-1
69,101,170Tm,1377,1377000,8.10E+3,4.30E-3
69,100,169Tm,1370.59,1370590,8.11E+3,4.40E-3
69,103,172Tm,1391.48,1391480,8.09E+3,3.19E-2
69,102,171Tm,1385.1,1385100,8.10E+3,5.70E-3
69,112,181Tm,1440.76,1440760,7.96E+3,3
69,111,180Tm,1436.4,1436400,7.98E+3,2
69,110,179Tm,1432,1432000,8.00E+3,2
70,79,149Yb,1180.08,1180080,7.92E+3,2
70,89,159Yb,1283.13,1283130,8.07E+3,1.10E-1
70,86,156Yb,1257.36,1257360,8.06E+3,5.97E-2
70,85,155Yb,1246.2,1246200,8.04E+3,1.07E-1
70,88,158Yb,1275.06,1275060,8.07E+3,5.05E-2
70,87,157Yb,1265.42,1265420,8.06E+3,6.95E-2
70,82,152Yb,1217.52,1217520,8.01E+3,9.84E-1
70,81,151Yb,1204.98,1204980,7.98E+3,1.99
70,81,151Yb,1204.98,1204980,7.98E+3,1.99
70,84,154Yb,1236.62,1236620,8.03E+3,1.12E-1
70,83,153Yb,1227.06,1227060,8.02E+3,1
70,80,150Yb,1194,1194000,7.96E+3,2
70,97,167Yb,1352.7,1352700,8.10E+3,2.37E-2
70,96,166Yb,1346.26,1346260,8.11E+3,4.22E-2
70,99,169Yb,1368.9,1368900,8.10E+3,1.10E-3
70,99,169Yb,1368.9,1368900,8.10E+3,1.10E-3
70,98,168Yb,1362.48,1362480,8.11E+3,6.00E-4
70,93,163Yb,1318.67,1318670,8.09E+3,9.27E-2
70,92,162Yb,1312.2,1312200,8.10E+3,9.32E-2
70,95,165Yb,1336.5,1336500,8.10E+3,1.60E-1
70,94,164Yb,1328.4,1328400,8.10E+3,9.21E-2
70,91,161Yb,1302.49,1302490,8.09E+3,9.38E-2
70,90,160Yb,1294.4,1294400,8.09E+3,3.43E-2
70,101,171Yb,1383.39,1383390,8.09E+3,3.00E-4
70,100,170Yb,1377,1377000,8.10E+3,3.00E-4
70,112,182Yb,1452.36,1452360,7.98E+3,2
70,111,181Yb,1446.19,1446190,7.99E+3,2
70,110,180Yb,1441.8,1441800,8.01E+3,2
70,105,175Yb,1412.25,1412250,8.07E+3,5.00E-4
70,104,174Yb,1405.92,1405920,8.08E+3,3.00E-4
70,103,173Yb,1397.84,1397840,8.08E+3,3.00E-4
70,102,172Yb,1391.48,1391480,8.09E+3,3.00E-4
70,109,179Yb,1435.58,1435580,8.02E+3,1
70,108,178Yb,1431.12,1431120,8.04E+3,3.70E-2
70,107,177Yb,1423.08,1423080,8.04E+3,1.30E-3
70,107,177Yb,1423.08,1423080,8.04E+3,1.30E-3
70,106,176Yb,1418.56,1418560,8.06E+3,3.00E-4
70,106,176Yb,1418.56,1418560,8.06E+3,3.00E-4
70,115,185Yb,1465.2,1465200,7.92E+3,3
70,114,184Yb,1462.8,1462800,7.95E+3,3
70,113,183Yb,1456.68,1456680,7.96E+3,2
71,102,173Lu,1396.11,1396110,8.07E+3,9.10E-3
71,101,172Lu,1388.04,1388040,8.07E+3,1.36E-2
71,101,172Lu,1388.04,1388040,8.07E+3,1.36E-2
71,104,175Lu,1410.5,1410500,8.06E+3,6.90E-3
71,103,174Lu,1404.18,1404180,8.07E+3,8.99E-3
71,103,174Lu,1404.18,1404180,8.07E+3,8.99E-3
71,106,177Lu,1424.85,1424850,8.05E+3,6.90E-3
71,106,177Lu,1424.85,1424850,8.05E+3,6.90E-3
71,105,176Lu,1416.8,1416800,8.05E+3,6.90E-3
71,105,176Lu,1416.8,1416800,8.05E+3,6.90E-3
71,108,179Lu,1437.37,1437370,8.03E+3,2.88E-2
71,107,178Lu,1431.12,1431120,8.04E+3,1.27E-2
71,107,178Lu,1431.12,1431120,8.04E+3,1.27E-2
71,109,180Lu,1443.6,1443600,8.02E+3,3.92E-1
71,111,182Lu,1454.18,1454180,7.99E+3,1
71,110,181Lu,1449.81,1449810,8.01E+3,6.94E-1
71,100,171Lu,1381.68,1381680,8.08E+3,1.09E-2
71,100,171Lu,1381.68,1381680,8.08E+3,1.09E-2
71,113,184Lu,1464.64,1464640,7.96E+3,1
71,112,183Lu,1460.34,1460340,7.98E+3,4.37E-1
71,115,186Lu,1474.98,1474980,7.93E+3,2
71,114,185Lu,1470.75,1470750,7.95E+3,2
71,117,188Lu,1485.2,1485200,7.90E+3,2
71,116,187Lu,1481.04,1481040,7.92E+3,2
71,87,158Lu,1265.58,1265580,8.01E+3,9.56E-2
71,86,157Lu,1257.57,1257570,8.01E+3,7.69E-2
71,86,157Lu,1257.57,1257570,8.01E+3,7.69E-2
71,89,160Lu,1284.8,1284800,8.03E+3,3.55E-1
71,89,160Lu,1284.8,1284800,8.03E+3,3.55E-1
71,88,159Lu,1276.77,1276770,8.03E+3,2.36E-1
71,83,154Lu,1225.84,1225840,7.96E+3,1
71,83,154Lu,1225.84,1225840,7.96E+3,1
71,82,153Lu,1216.35,1216350,7.95E+3,9.80E-1
71,85,156Lu,1246.44,1246440,7.99E+3,3.46E-1
71,85,156Lu,1246.44,1246440,7.99E+3,3.46E-1
71,84,155Lu,1236.9,1236900,7.98E+3,1.24E-1
71,84,155Lu,1236.9,1236900,7.98E+3,1.24E-1
71,81,152Lu,1203.84,1203840,7.92E+3,1
71,80,151Lu,1192.9,1192900,7.90E+3,2
71,80,151Lu,1192.9,1192900,7.90E+3,2
71,98,169Lu,1365.52,1365520,8.08E+3,1.78E-2
71,98,169Lu,1365.52,1365520,8.08E+3,1.78E-2
71,97,168Lu,1357.44,1357440,8.08E+3,2.26E-1
71,97,168Lu,1357.44,1357440,8.08E+3,2.26E-1
71,99,170Lu,1373.6,1373600,8.08E+3,9.90E-2
71,99,170Lu,1373.6,1373600,8.08E+3,9.90E-2
71,94,165Lu,1331.55,1331550,8.07E+3,1.60E-1
71,93,164Lu,1321.84,1321840,8.06E+3,1.70E-1
71,96,167Lu,1349.36,1349360,8.08E+3,2.23E-1
71,96,167Lu,1349.36,1349360,8.08E+3,2.23E-1
71,95,166Lu,1339.62,1339620,8.07E+3,1.79E-1
71,95,166Lu,1339.62,1339620,8.07E+3,1.79E-1
71,95,166Lu,1339.62,1339620,8.07E+3,1.79E-1
71,90,161Lu,1296.05,1296050,8.05E+3,1.73E-1
71,92,163Lu,1313.78,1313780,8.06E+3,1.71E-1
71,91,162Lu,1304.1,1304100,8.05E+3,4.63E-1
71,91,162Lu,1304.1,1304100,8.05E+3,4.63E-1
71,91,162Lu,1304.1,1304100,8.05E+3,4.63E-1
71,79,150Lu,1179,1179000,7.86E+3,2
72,89,161Hf,1288,1288000,8.00E+3,1.45E-1
72,87,159Hf,1268.82,1268820,7.98E+3,1.05E-1
72,88,160Hf,1280,1280000,8.00E+3,5.96E-2
72,85,157Hf,1249.72,1249720,7.96E+3,1
72,86,158Hf,1260.84,1260840,7.98E+3,1.10E-1
72,83,155Hf,1227.6,1227600,7.92E+3,2
72,84,156Hf,1240.2,1240200,7.95E+3,9.59E-1
72,81,153Hf,1205.64,1205640,7.88E+3,2
72,82,154Hf,1218.14,1218140,7.91E+3,2
72,98,170Hf,1371.9,1371900,8.07E+3,1.64E-1
72,99,171Hf,1378.26,1378260,8.06E+3,1.68E-1
72,99,171Hf,1378.26,1378260,8.06E+3,1.68E-1
72,96,168Hf,1354.08,1354080,8.06E+3,1.66E-1
72,97,169Hf,1362.14,1362140,8.06E+3,1.65E-1
72,94,166Hf,1336.3,1336300,8.05E+3,1.68E-1
72,95,167Hf,1344.35,1344350,8.05E+3,1.67E-1
72,92,164Hf,1318.56,1318560,8.04E+3,9.64E-2
72,93,165Hf,1326.6,1326600,8.04E+3,1.69E-1
72,90,162Hf,1299.24,1299240,8.02E+3,5.53E-2
72,91,163Hf,1307.26,1307260,8.02E+3,1.57E-1
72,109,181Hf,1451.62,1451620,8.02E+3,7.90E-3
72,108,180Hf,1445.4,1445400,8.03E+3,7.90E-3
72,108,180Hf,1445.4,1445400,8.03E+3,7.90E-3
72,107,179Hf,1437.37,1437370,8.03E+3,7.90E-3
72,107,179Hf,1437.37,1437370,8.03E+3,7.90E-3
72,107,179Hf,1437.37,1437370,8.03E+3,7.90E-3
72,106,178Hf,1431.12,1431120,8.04E+3,8.00E-3
72,106,178Hf,1431.12,1431120,8.04E+3,8.00E-3
72,106,178Hf,1431.12,1431120,8.04E+3,8.00E-3
72,105,177Hf,1424.85,1424850,8.05E+3,8.00E-3
72,105,177Hf,1424.85,1424850,8.05E+3,8.00E-3
72,105,177Hf,1424.85,1424850,8.05E+3,8.00E-3
72,104,176Hf,1418.56,1418560,8.06E+3,8.40E-3
72,103,175Hf,1410.5,1410500,8.06E+3,1.30E-2
72,102,174Hf,1402.44,1402440,8.06E+3,1.30E-2
72,101,173Hf,1394.38,1394380,8.06E+3,1.61E-1
72,100,172Hf,1388.04,1388040,8.07E+3,1.42E-1
72,110,182Hf,1457.82,1457820,8.01E+3,3.39E-2
72,110,182Hf,1457.82,1457820,8.01E+3,3.39E-2
72,118,190Hf,1501,1501000,7.90E+3,2
72,117,189Hf,1494.99,1494990,7.91E+3,2
72,116,188Hf,1490.84,1490840,7.93E+3,2
72,115,187Hf,1484.78,1484780,7.94E+3,1
72,114,186Hf,1480.56,1480560,7.96E+3,2.75E-1
72,114,186Hf,1480.56,1480560,7.96E+3,2.75E-1
72,113,185Hf,1474.45,1474450,7.97E+3,3.47E-1
72,112,184Hf,1470.16,1470160,7.99E+3,2.15E-1
72,112,184Hf,1470.16,1470160,7.99E+3,2.15E-1
72,112,184Hf,1470.16,1470160,7.99E+3,2.15E-1
72,111,183Hf,1464,1464000,8.00E+3,1.64E-1
73,88,161Ta,1279.95,1279950,7.95E+3,1.51E-1
73,88,161Ta,1279.95,1279950,7.95E+3,1.51E-1
73,89,162Ta,1289.52,1289520,7.96E+3,3.90E-1
73,86,159Ta,1259.28,1259280,7.92E+3,1.23E-1
73,86,159Ta,1259.28,1259280,7.92E+3,1.23E-1
73,87,160Ta,1268.8,1268800,7.93E+3,3.39E-1
73,87,160Ta,1268.8,1268800,7.93E+3,3.39E-1
73,84,157Ta,1238.73,1238730,7.89E+3,9.55E-1
73,85,158Ta,1248.2,1248200,7.90E+3,1
73,82,155Ta,1216.75,1216750,7.85E+3,2
73,83,156Ta,1227.72,1227720,7.87E+3,2
73,83,156Ta,1227.72,1227720,7.87E+3,2
73,99,172Ta,1381.16,1381160,8.03E+3,1.62E-1
73,97,170Ta,1365.1,1365100,8.03E+3,1.64E-1
73,98,171Ta,1373.13,1373130,8.03E+3,1.63E-1
73,95,168Ta,1345.68,1345680,8.01E+3,1.66E-1
73,96,169Ta,1357.07,1357070,8.03E+3,1.65E-1
73,93,166Ta,1328,1328000,8.00E+3,1.68E-1
73,94,167Ta,1337.67,1337670,8.01E+3,1.67E-1
73,91,164Ta,1308.72,1308720,7.98E+3,1.70E-1
73,92,165Ta,1320,1320000,8.00E+3,8.23E-2
73,90,163Ta,1300.74,1300740,7.98E+3,2.33E-1
73,108,181Ta,1451.62,1451620,8.02E+3,8.69E-3
73,107,180Ta,1443.6,1443600,8.02E+3,1.15E-2
73,107,180Ta,1443.6,1443600,8.02E+3,1.15E-2
73,109,182Ta,1457.82,1457820,8.01E+3,8.69E-3
73,109,182Ta,1457.82,1457820,8.01E+3,8.69E-3
73,109,182Ta,1457.82,1457820,8.01E+3,8.69E-3
73,104,177Ta,1423.08,1423080,8.04E+3,1.87E-2
73,103,176Ta,1413.28,1413280,8.03E+3,1.74E-1
73,106,179Ta,1437.37,1437370,8.03E+3,8.20E-3
73,105,178Ta,1429.34,1429340,8.03E+3,0
73,105,178Ta,1429.34,1429340,8.03E+3,0
73,105,178Ta,1429.34,1429340,8.03E+3,0
73,100,173Ta,1390.92,1390920,8.04E+3,1.61E-1
73,102,175Ta,1407,1407000,8.04E+3,1.59E-1
73,101,174Ta,1398.96,1398960,8.04E+3,1.60E-1
73,121,194Ta,1524.84,1524840,7.86E+3,3
73,120,193Ta,1520.84,1520840,7.88E+3,2
73,119,192Ta,1514.88,1514880,7.89E+3,2
73,118,191Ta,1510.81,1510810,7.91E+3,2
73,115,188Ta,1492.72,1492720,7.94E+3,1
73,115,188Ta,1492.72,1492720,7.94E+3,1
73,114,187Ta,1488.52,1488520,7.96E+3,2.98E-1
73,114,187Ta,1488.52,1488520,7.96E+3,2.98E-1
73,114,187Ta,1488.52,1488520,7.96E+3,2.98E-1
73,117,190Ta,1504.8,1504800,7.92E+3,1
73,116,189Ta,1498.77,1498770,7.93E+3,1
73,111,184Ta,1470.16,1470160,7.99E+3,1.41E-1
73,110,183Ta,1464,1464000,8.00E+3,8.69E-3
73,113,186Ta,1482.42,1482420,7.97E+3,3.22E-1
73,113,186Ta,1482.42,1482420,7.97E+3,3.22E-1
73,113,186Ta,1482.42,1482420,7.97E+3,3.22E-1
73,112,185Ta,1476.3,1476300,7.98E+3,7.65E-2
74,117,191W,1514.63,1514630,7.93E+3,2.19E-1
74,118,192W,1520.64,1520640,7.92E+3,1
74,119,193W,1524.7,1524700,7.90E+3,1
74,113,187W,1490.39,1490390,7.97E+3,6.50E-3
74,114,188W,1496.48,1496480,7.96E+3,1.64E-2
74,115,189W,1502.55,1502550,7.95E+3,1
74,116,190W,1508.6,1508600,7.94E+3,1.86E-1
74,110,184W,1472,1472000,8.00E+3,4.00E-3
74,111,185W,1478.15,1478150,7.99E+3,4.00E-3
74,111,185W,1478.15,1478150,7.99E+3,4.00E-3
74,112,186W,1484.28,1484280,7.98E+3,6.50E-3
74,120,194W,1530.66,1530660,7.89E+3,2
74,121,195W,1536.6,1536600,7.88E+3,2
74,122,196W,1542.52,1542520,7.87E+3,2
74,123,197W,1546.45,1546450,7.85E+3,2
74,106,180W,1443.6,1443600,8.02E+3,8.00E-3
74,107,181W,1449.81,1449810,8.01E+3,8.00E-3
74,108,182W,1457.82,1457820,8.01E+3,4.10E-3
74,109,183W,1464,1464000,8.00E+3,4.10E-3
74,109,183W,1464,1464000,8.00E+3,4.10E-3
74,102,176W,1413.28,1413280,8.03E+3,1.58E-1
74,103,177W,1419.54,1419540,8.02E+3,1.57E-1
74,104,178W,1427.56,1427560,8.02E+3,8.54E-2
74,105,179W,1435.58,1435580,8.02E+3,8.14E-2
74,105,179W,1435.58,1435580,8.02E+3,8.14E-2
74,100,174W,1395.48,1395480,8.02E+3,1.60E-1
74,101,175W,1403.5,1403500,8.02E+3,1.59E-1
74,89,163W,1292.59,1292590,7.93E+3,3.58E-1
74,88,162W,1283.04,1283040,7.92E+3,1.09E-1
74,87,161W,1271.9,1271900,7.90E+3,1
74,86,160W,1262.4,1262400,7.89E+3,9.36E-1
74,85,159W,1249.74,1249740,7.86E+3,2
74,84,158W,1240.3,1240300,7.85E+3,2
74,83,157W,1227.74,1227740,7.82E+3,3
74,99,173W,1385.73,1385730,8.01E+3,1.61E-1
74,98,172W,1379.44,1379440,8.02E+3,1.62E-1
74,97,171W,1368,1368000,8.00E+3,1.63E-1
74,96,170W,1360,1360000,8.00E+3,7.76E-2
74,95,169W,1350.31,1350310,7.99E+3,9.13E-2
74,94,168W,1342.32,1342320,7.99E+3,7.89E-2
74,93,167W,1330.99,1330990,7.97E+3,1.12E-1
74,92,166W,1323.02,1323020,7.97E+3,5.70E-2
74,91,165W,1311.75,1311750,7.95E+3,1.56E-1
74,90,164W,1303.8,1303800,7.95E+3,5.90E-2
75,118,193Re,1528.56,1528560,7.92E+3,2.02E-1
75,119,194Re,1532.6,1532600,7.90E+3,1
75,119,194Re,1532.6,1532600,7.90E+3,1
75,119,194Re,1532.6,1532600,7.90E+3,1
75,116,191Re,1516.54,1516540,7.94E+3,5.37E-2
75,117,192Re,1522.56,1522560,7.93E+3,3.68E-1
75,110,185Re,1478.15,1478150,7.99E+3,4.40E-3
75,111,186Re,1484.28,1484280,7.98E+3,4.40E-3
75,111,186Re,1484.28,1484280,7.98E+3,4.40E-3
75,114,189Re,1504.44,1504440,7.96E+3,4.33E-2
75,115,190Re,1508.6,1508600,7.94E+3,2.56E-2
75,115,190Re,1508.6,1508600,7.94E+3,2.56E-2
75,112,187Re,1490.39,1490390,7.97E+3,3.90E-3
75,113,188Re,1496.48,1496480,7.96E+3,3.90E-3
75,113,188Re,1496.48,1496480,7.96E+3,3.90E-3
75,121,196Re,1544.48,1544480,7.88E+3,2
75,122,197Re,1550.39,1550390,7.87E+3,2
75,120,195Re,1540.5,1540500,7.90E+3,2
75,123,198Re,1556.28,1556280,7.86E+3,2
75,124,199Re,1562.15,1562150,7.85E+3,2
75,107,182Re,1454.18,1454180,7.99E+3,5.60E-1
75,107,182Re,1454.18,1454180,7.99E+3,5.60E-1
75,108,183Re,1464,1464000,8.00E+3,4.39E-2
75,105,180Re,1438.2,1438200,7.99E+3,1.18E-1
75,106,181Re,1448,1448000,8.00E+3,6.93E-2
75,109,184Re,1470.16,1470160,7.99E+3,2.31E-2
75,109,184Re,1470.16,1470160,7.99E+3,2.31E-2
75,100,175Re,1398.25,1398250,7.99E+3,1.59E-1
75,103,178Re,1422.22,1422220,7.99E+3,1.57E-1
75,104,179Re,1432,1432000,8.00E+3,1.37E-1
75,101,176Re,1406.24,1406240,7.99E+3,1.58E-1
75,102,177Re,1416,1416000,8.00E+3,1.57E-1
75,89,164Re,1292.32,1292320,7.88E+3,3.32E-1
75,89,164Re,1292.32,1292320,7.88E+3,3.32E-1
75,88,163Re,1282.81,1282810,7.87E+3,1.13E-1
75,88,163Re,1282.81,1282810,7.87E+3,1.13E-1
75,87,162Re,1270.08,1270080,7.84E+3,1
75,87,162Re,1270.08,1270080,7.84E+3,1
75,86,161Re,1260.63,1260630,7.83E+3,9.31E-1
75,86,161Re,1260.63,1260630,7.83E+3,9.31E-1
75,85,160Re,1249.6,1249600,7.81E+3,2
75,84,159Re,1238.61,1238610,7.79E+3,2
75,84,159Re,1238.61,1238610,7.79E+3,2
75,99,174Re,1388.52,1388520,7.98E+3,1.60E-1
75,98,173Re,1380.54,1380540,7.98E+3,1.61E-1
75,97,172Re,1370.84,1370840,7.97E+3,2.06E-1
75,97,172Re,1370.84,1370840,7.97E+3,2.06E-1
75,96,171Re,1361.16,1361160,7.96E+3,1.63E-1
75,95,170Re,1351.5,1351500,7.95E+3,6.72E-2
75,95,170Re,1351.5,1351500,7.95E+3,6.72E-2
75,94,169Re,1343.55,1343550,7.95E+3,6.73E-2
75,94,169Re,1343.55,1343550,7.95E+3,6.73E-2
75,93,168Re,1332.24,1332240,7.93E+3,1.83E-1
75,92,167Re,1322.64,1322640,7.92E+3,0
75,92,167Re,1322.64,1322640,7.92E+3,0
75,91,166Re,1311.4,1311400,7.90E+3,5.31E-1
75,90,165Re,1303.5,1303500,7.90E+3,1.43E-1
75,90,165Re,1303.5,1303500,7.90E+3,1.43E-1
76,90,166Os,1304.76,1304760,7.86E+3,1.08E-1
76,91,167Os,1314.29,1314290,7.87E+3,4.84E-1
76,92,168Os,1325.52,1325520,7.89E+3,5.89E-2
76,93,169Os,1335.1,1335100,7.90E+3,1.53E-1
76,94,170Os,1346.4,1346400,7.92E+3,5.74E-2
76,95,171Os,1354.32,1354320,7.92E+3,1.06E-1
76,96,172Os,1365.68,1365680,7.94E+3,7.42E-2
76,97,173Os,1373.62,1373620,7.94E+3,8.64E-2
76,98,174Os,1383.3,1383300,7.95E+3,5.89E-2
76,99,175Os,1393,1393000,7.96E+3,6.73E-2
76,85,161Os,1249.36,1249360,7.76E+3,2
76,86,162Os,1261.98,1261980,7.79E+3,2
76,87,163Os,1271.4,1271400,7.80E+3,2
76,88,164Os,1284.12,1284120,7.83E+3,9.14E-1
76,89,165Os,1293.6,1293600,7.84E+3,1
76,126,202Os,1581.66,1581660,7.83E+3,2
76,127,203Os,1585.43,1585430,7.81E+3,2
76,120,196Os,1550.36,1550360,7.91E+3,2.04E-1
76,121,197Os,1554.33,1554330,7.89E+3,1
76,122,198Os,1562.22,1562220,7.89E+3,1
76,123,199Os,1566.13,1566130,7.87E+3,1
76,124,200Os,1572,1572000,7.86E+3,1
76,125,201Os,1575.84,1575840,7.84E+3,1
76,115,191Os,1518.45,1518450,7.95E+3,3.50E-3
76,115,191Os,1518.45,1518450,7.95E+3,3.50E-3
76,116,192Os,1524.48,1524480,7.94E+3,1.21E-2
76,116,192Os,1524.48,1524480,7.94E+3,1.21E-2
76,117,193Os,1530.49,1530490,7.93E+3,1.20E-2
76,118,194Os,1538.42,1538420,7.93E+3,1.24E-2
76,119,195Os,1542.45,1542450,7.91E+3,2.86E-1
76,119,195Os,1542.45,1542450,7.91E+3,2.86E-1
76,110,186Os,1484.28,1484280,7.98E+3,4.10E-3
76,111,187Os,1490.39,1490390,7.97E+3,3.90E-3
76,112,188Os,1498.36,1498360,7.97E+3,3.90E-3
76,113,189Os,1504.44,1504440,7.96E+3,3.50E-3
76,113,189Os,1504.44,1504440,7.96E+3,3.50E-3
76,114,190Os,1512.4,1512400,7.96E+3,3.40E-3
76,114,190Os,1512.4,1512400,7.96E+3,3.40E-3
76,104,180Os,1436.4,1436400,7.98E+3,8.73E-2
76,105,181Os,1444.38,1444380,7.98E+3,1.40E-1
76,105,181Os,1444.38,1444380,7.98E+3,1.40E-1
76,106,182Os,1452.36,1452360,7.98E+3,1.19E-1
76,107,183Os,1460.34,1460340,7.98E+3,2.72E-1
76,107,183Os,1460.34,1460340,7.98E+3,2.72E-1
76,108,184Os,1468.32,1468320,7.98E+3,4.49E-3
76,109,185Os,1476.3,1476300,7.98E+3,4.49E-3
76,100,176Os,1402.72,1402720,7.97E+3,6.22E-2
76,101,177Os,1410.69,1410690,7.97E+3,8.26E-2
76,102,178Os,1420.44,1420440,7.98E+3,7.66E-2
76,103,179Os,1426.63,1426630,7.97E+3,8.66E-2
77,123,200Ir,1574,1574000,7.87E+3,1
77,124,201Ir,1581.87,1581870,7.87E+3,1
77,121,198Ir,1562.22,1562220,7.89E+3,1
77,122,199Ir,1570.11,1570110,7.89E+3,2.06E-1
77,120,197Ir,1556.3,1556300,7.90E+3,1.02E-1
77,120,197Ir,1556.3,1556300,7.90E+3,1.02E-1
77,127,204Ir,1595.28,1595280,7.82E+3,2
77,128,205Ir,1599,1599000,7.80E+3,2
77,125,202Ir,1585.7,1585700,7.85E+3,1
77,126,203Ir,1591.52,1591520,7.84E+3,2
77,112,189Ir,1502.55,1502550,7.95E+3,6.65E-2
77,113,190Ir,1508.6,1508600,7.94E+3,7.20E-3
77,113,190Ir,1508.6,1508600,7.94E+3,7.20E-3
77,113,190Ir,1508.6,1508600,7.94E+3,7.20E-3
77,110,187Ir,1488.52,1488520,7.96E+3,1.49E-1
77,110,187Ir,1488.52,1488520,7.96E+3,1.49E-1
77,111,188Ir,1494.6,1494600,7.95E+3,5.01E-2
77,118,195Ir,1544.4,1544400,7.92E+3,6.80E-3
77,118,195Ir,1544.4,1544400,7.92E+3,6.80E-3
77,119,196Ir,1550.36,1550360,7.91E+3,1.96E-1
77,119,196Ir,1550.36,1550360,7.91E+3,1.96E-1
77,116,193Ir,1530.49,1530490,7.93E+3,6.90E-3
77,116,193Ir,1530.49,1530490,7.93E+3,6.90E-3
77,117,194Ir,1536.48,1536480,7.92E+3,6.90E-3
77,117,194Ir,1536.48,1536480,7.92E+3,6.90E-3
77,114,191Ir,1516.54,1516540,7.94E+3,6.90E-3
77,114,191Ir,1516.54,1516540,7.94E+3,6.90E-3
77,114,191Ir,1516.54,1516540,7.94E+3,6.90E-3
77,115,192Ir,1522.56,1522560,7.93E+3,6.80E-3
77,115,192Ir,1522.56,1522560,7.93E+3,6.80E-3
77,115,192Ir,1522.56,1522560,7.93E+3,6.80E-3
77,101,178Ir,1411.54,1411540,7.93E+3,1.05E-1
77,102,179Ir,1421.26,1421260,7.94E+3,5.46E-2
77,100,177Ir,1403.61,1403610,7.93E+3,1.11E-1
77,109,186Ir,1478.7,1478700,7.95E+3,8.88E-2
77,109,186Ir,1478.7,1478700,7.95E+3,8.88E-2
77,107,184Ir,1462.8,1462800,7.95E+3,1.51E-1
77,108,185Ir,1472.6,1472600,7.96E+3,1.51E-1
77,105,182Ir,1446.9,1446900,7.95E+3,1.15E-1
77,106,183Ir,1456.68,1456680,7.96E+3,1.34E-1
77,103,180Ir,1429.2,1429200,7.94E+3,1.20E-1
77,104,181Ir,1438.95,1438950,7.95E+3,2.90E-2
77,90,167Ir,1304.27,1304270,7.81E+3,1.09E-1
77,90,167Ir,1304.27,1304270,7.81E+3,1.09E-1
77,91,168Ir,1313.76,1313760,7.82E+3,3.28E-1
77,91,168Ir,1313.76,1313760,7.82E+3,3.28E-1
77,92,169Ir,1324.96,1324960,7.84E+3,1.37E-1
77,92,169Ir,1324.96,1324960,7.84E+3,1.37E-1
77,93,170Ir,1334.5,1334500,7.85E+3,1
77,93,170Ir,1334.5,1334500,7.85E+3,1
77,94,171Ir,1345.77,1345770,7.87E+3,2.24E-1
77,94,171Ir,1345.77,1345770,7.87E+3,2.24E-1
77,95,172Ir,1355.36,1355360,7.88E+3,1.88E-1
77,95,172Ir,1355.36,1355360,7.88E+3,1.88E-1
77,96,173Ir,1364.97,1364970,7.89E+3,6.09E-2
77,96,173Ir,1364.97,1364970,7.89E+3,6.09E-2
